Zip Code,Size AGI,Adjusted Gross Income,,,,,
95554,"$200,000 or more",,,,,,
95558,"$1 under $25,000",921,,,,,
95558,"$25,000 under $50,000",1639,,,,,
95558,"$50,000 under $75,000",2319,,,,,
95558,"$75,000 under $100,000",,,,,,
95558,"$100,000 under $200,000",,,,,,
95558,"$200,000 or more",,,,,,
95560,"$1 under $25,000",7748,,,,,
95560,"$25,000 under $50,000",10572,,,,,
95560,"$50,000 under $75,000",5939,,,,,
95560,"$75,000 under $100,000",3276,,,,,
95560,"$100,000 under $200,000",6695,,,,,
95560,"$200,000 or more",,,,,,
95562,"$1 under $25,000",7007,,,,,
95562,"$25,000 under $50,000",11820,,,,,
95562,"$50,000 under $75,000",10068,,,,,
95562,"$75,000 under $100,000",4999,,,,,
95562,"$100,000 under $200,000",4763,,,,,
95562,"$200,000 or more",,,,,,
95564,"$1 under $25,000",1159,,,,,
95564,"$25,000 under $50,000",3994,,,,,
95564,"$50,000 under $75,000",,,,,,
95564,"$75,000 under $100,000",,,,,,
95564,"$100,000 under $200,000",,,,,,
95564,"$200,000 or more",,,,,,
95565,"$1 under $25,000",2677,,,,,
95565,"$25,000 under $50,000",4775,,,,,
95565,"$50,000 under $75,000",4108,,,,,
95565,"$75,000 under $100,000",3850,,,,,
95565,"$100,000 under $200,000",,,,,,
95565,"$200,000 or more",,,,,,
95567,"$1 under $25,000",5844,,,,,
95567,"$25,000 under $50,000",8278,,,,,
95567,"$50,000 under $75,000",6685,,,,,
95567,"$75,000 under $100,000",4753,,,,,
95567,"$100,000 under $200,000",10441,,,,,
95567,"$200,000 or more",,,,,,
95570,"$1 under $25,000",6086,,,,,
95570,"$25,000 under $50,000",9741,,,,,
95570,"$50,000 under $75,000",9266,,,,,
95570,"$75,000 under $100,000",9551,,,,,
95570,"$100,000 under $200,000",14390,,,,,
95570,"$200,000 or more",9961,,,,,
95573,"$1 under $25,000",4265,,,,,
95573,"$25,000 under $50,000",6660,,,,,
95573,"$50,000 under $75,000",6744,,,,,
95573,"$75,000 under $100,000",4803,,,,,
95573,"$100,000 under $200,000",14116,,,,,
95573,"$200,000 or more",,,,,,
95585,"$1 under $25,000",997,,,,,
95585,"$25,000 under $50,000",1905,,,,,
95585,"$50,000 under $75,000",,,,,,
95585,"$75,000 under $100,000",,,,,,
95585,"$100,000 under $200,000",,,,,,
95585,"$200,000 or more",0,,,,,
95589,"$1 under $25,000",2647,,,,,
95589,"$25,000 under $50,000",3874,,,,,
95589,"$50,000 under $75,000",2763,,,,,
95589,"$75,000 under $100,000",5069,,,,,
95589,"$100,000 under $200,000",,,,,,
95589,"$200,000 or more",,,,,,
95602,"$1 under $25,000",33089,,,,,
95602,"$25,000 under $50,000",55950,,,,,
95602,"$50,000 under $75,000",67111,,,,,
95602,"$75,000 under $100,000",68824,,,,,
95602,"$100,000 under $200,000",159955,,,,,
95602,"$200,000 or more",142493,,,,,
95603,"$1 under $25,000",54360,,,,,
95603,"$25,000 under $50,000",91425,,,,,
95603,"$50,000 under $75,000",101969,,,,,
95603,"$75,000 under $100,000",103917,,,,,
95603,"$100,000 under $200,000",213541,,,,,
95603,"$200,000 or more",167948,,,,,
95605,"$1 under $25,000",34434,,,,,
95605,"$25,000 under $50,000",53398,,,,,
95605,"$50,000 under $75,000",34497,,,,,
95605,"$75,000 under $100,000",20270,,,,,
95605,"$100,000 under $200,000",21497,,,,,
95605,"$200,000 or more",20645,,,,,
95606,"$1 under $25,000",469,,,,,
95606,"$25,000 under $50,000",3550,,,,,
95606,"$50,000 under $75,000",,,,,,
95606,"$75,000 under $100,000",,,,,,
95606,"$100,000 under $200,000",,,,,,
95606,"$200,000 or more",41567,,,,,
95607,"$1 under $25,000",300,,,,,
95607,"$25,000 under $50,000",924,,,,,
95607,"$50,000 under $75,000",8302,,,,,
95607,"$75,000 under $100,000",,,,,,
95607,"$100,000 under $200,000",,,,,,
95607,"$200,000 or more",,,,,,
95608,"$1 under $25,000",115125,,,,,
95608,"$25,000 under $50,000",224188,,,,,
95608,"$50,000 under $75,000",237342,,,,,
95608,"$75,000 under $100,000",226764,,,,,
95608,"$100,000 under $200,000",484649,,,,,
95608,"$200,000 or more",455534,,,,,
95610,"$1 under $25,000",105188,,,,,
95610,"$25,000 under $50,000",200589,,,,,
95610,"$50,000 under $75,000",176303,,,,,
95610,"$75,000 under $100,000",141893,,,,,
95610,"$100,000 under $200,000",192673,,,,,
95610,"$200,000 or more",530083,,,,,
95612,"$1 under $25,000",3170,,,,,
95612,"$25,000 under $50,000",5783,,,,,
95612,"$50,000 under $75,000",5560,,,,,
95612,"$75,000 under $100,000",4665,,,,,
95612,"$100,000 under $200,000",11073,,,,,
95612,"$200,000 or more",16649,,,,,
95614,"$1 under $25,000",5888,,,,,
95614,"$25,000 under $50,000",13076,,,,,
95614,"$50,000 under $75,000",17549,,,,,
95614,"$75,000 under $100,000",21804,,,,,
95614,"$100,000 under $200,000",47732,,,,,
95614,"$200,000 or more",14971,,,,,
95615,"$1 under $25,000",2403,,,,,
95615,"$25,000 under $50,000",4605,,,,,
95615,"$50,000 under $75,000",3169,,,,,
95615,"$75,000 under $100,000",1988,,,,,
95615,"$100,000 under $200,000",6925,,,,,
95615,"$200,000 or more",,,,,,
95616,"$1 under $25,000",66906,,,,,
95616,"$25,000 under $50,000",99298,,,,,
95616,"$50,000 under $75,000",102370,,,,,
95616,"$75,000 under $100,000",110050,,,,,
95616,"$100,000 under $200,000",355319,,,,,
95616,"$200,000 or more",397464,,,,,
95618,"$1 under $25,000",34011,,,,,
95618,"$25,000 under $50,000",62890,,,,,
95618,"$50,000 under $75,000",72844,,,,,
95618,"$75,000 under $100,000",80722,,,,,
95618,"$100,000 under $200,000",289041,,,,,
95618,"$200,000 or more",357655,,,,,
95619,"$1 under $25,000",12838,,,,,
95619,"$25,000 under $50,000",23844,,,,,
95619,"$50,000 under $75,000",24035,,,,,
95619,"$75,000 under $100,000",18803,,,,,
95619,"$100,000 under $200,000",27193,,,,,
95619,"$200,000 or more",8330,,,,,
95620,"$1 under $25,000",41256,,,,,
95620,"$25,000 under $50,000",82951,,,,,
95620,"$50,000 under $75,000",82347,,,,,
95620,"$75,000 under $100,000",76316,,,,,
95620,"$100,000 under $200,000",160181,,,,,
95620,"$200,000 or more",51426,,,,,
95621,"$1 under $25,000",93133,,,,,
95621,"$25,000 under $50,000",204948,,,,,
95621,"$50,000 under $75,000",193267,,,,,
95621,"$75,000 under $100,000",147264,,,,,
95621,"$100,000 under $200,000",150999,,,,,
95621,"$200,000 or more",15496,,,,,
95623,"$1 under $25,000",9096,,,,,
95623,"$25,000 under $50,000",19137,,,,,
95623,"$50,000 under $75,000",20257,,,,,
95623,"$75,000 under $100,000",21983,,,,,
95623,"$100,000 under $200,000",38099,,,,,
95623,"$200,000 or more",14819,,,,,
95624,"$1 under $25,000",100503,,,,,
95624,"$25,000 under $50,000",202687,,,,,
95624,"$50,000 under $75,000",245571,,,,,
95624,"$75,000 under $100,000",256617,,,,,
95624,"$100,000 under $200,000",565385,,,,,
95624,"$200,000 or more",213349,,,,,
95626,"$1 under $25,000",12703,,,,,
95626,"$25,000 under $50,000",24125,,,,,
95626,"$50,000 under $75,000",24568,,,,,
95626,"$75,000 under $100,000",21818,,,,,
95626,"$100,000 under $200,000",40810,,,,,
95626,"$200,000 or more",,,,,,
95627,"$1 under $25,000",6995,,,,,
95627,"$25,000 under $50,000",18029,,,,,
95627,"$50,000 under $75,000",13947,,,,,
95627,"$75,000 under $100,000",9899,,,,,
95627,"$100,000 under $200,000",19615,,,,,
95627,"$200,000 or more",,,,,,
95628,"$1 under $25,000",75602,,,,,
95628,"$25,000 under $50,000",159721,,,,,
95628,"$50,000 under $75,000",187348,,,,,
95628,"$75,000 under $100,000",180484,,,,,
95628,"$100,000 under $200,000",434200,,,,,
95628,"$200,000 or more",359182,,,,,
95629,"$1 under $25,000",1678,,,,,
95629,"$25,000 under $50,000",3229,,,,,
95629,"$50,000 under $75,000",3106,,,,,
95629,"$75,000 under $100,000",4653,,,,,
95629,"$100,000 under $200,000",11387,,,,,
95629,"$200,000 or more",,,,,,
95630,"$1 under $25,000",83675,,,,,
95630,"$25,000 under $50,000",177268,,,,,
95630,"$50,000 under $75,000",248143,,,,,
95630,"$75,000 under $100,000",312252,,,,,
95630,"$100,000 under $200,000",994031,,,,,
95630,"$200,000 or more",647003,,,,,
95631,"$1 under $25,000",10394,,,,,
95631,"$25,000 under $50,000",22773,,,,,
95631,"$50,000 under $75,000",26484,,,,,
95631,"$75,000 under $100,000",30084,,,,,
95631,"$100,000 under $200,000",48127,,,,,
95631,"$200,000 or more",18456,,,,,
95632,"$1 under $25,000",56695,,,,,
95632,"$25,000 under $50,000",105653,,,,,
95632,"$50,000 under $75,000",108833,,,,,
95632,"$75,000 under $100,000",102712,,,,,
95632,"$100,000 under $200,000",164815,,,,,
95632,"$200,000 or more",28632,,,,,
95633,"$1 under $25,000",6020,,,,,
95633,"$25,000 under $50,000",11639,,,,,
95633,"$50,000 under $75,000",14236,,,,,
95633,"$75,000 under $100,000",14068,,,,,
95633,"$100,000 under $200,000",22409,,,,,
95633,"$200,000 or more",,,,,,
95634,"$1 under $25,000",5888,,,,,
95634,"$25,000 under $50,000",11640,,,,,
95634,"$50,000 under $75,000",13678,,,,,
95634,"$75,000 under $100,000",11766,,,,,
95634,"$100,000 under $200,000",21736,,,,,
95634,"$200,000 or more",,,,,,
95635,"$1 under $25,000",2114,,,,,
95635,"$25,000 under $50,000",3663,,,,,
95635,"$50,000 under $75,000",4446,,,,,
95635,"$75,000 under $100,000",5346,,,,,
95635,"$100,000 under $200,000",12259,,,,,
95635,"$200,000 or more",,,,,,
95636,"$1 under $25,000",1651,,,,,
95636,"$25,000 under $50,000",3668,,,,,
95636,"$50,000 under $75,000",4664,,,,,
95636,"$75,000 under $100,000",3455,,,,,
95636,"$100,000 under $200,000",5856,,,,,
95636,"$200,000 or more",,,,,,
95637,"$1 under $25,000",886,,,,,
95637,"$25,000 under $50,000",1224,,,,,
95637,"$50,000 under $75,000",2162,,,,,
95637,"$75,000 under $100,000",,,,,,
95637,"$100,000 under $200,000",4997,,,,,
95637,"$200,000 or more",,,,,,
95638,"$1 under $25,000",3896,,,,,
95638,"$25,000 under $50,000",7179,,,,,
95638,"$50,000 under $75,000",7303,,,,,
95638,"$75,000 under $100,000",10221,,,,,
95638,"$100,000 under $200,000",22046,,,,,
95638,"$200,000 or more",15128,,,,,
95640,"$1 under $25,000",13798,,,,,
95640,"$25,000 under $50,000",28057,,,,,
95640,"$50,000 under $75,000",34914,,,,,
95640,"$75,000 under $100,000",32532,,,,,
95640,"$100,000 under $200,000",45375,,,,,
95640,"$200,000 or more",10181,,,,,
95641,"$1 under $25,000",4502,,,,,
95641,"$25,000 under $50,000",7777,,,,,
95641,"$50,000 under $75,000",6789,,,,,
95641,"$75,000 under $100,000",5328,,,,,
95641,"$100,000 under $200,000",10659,,,,,
95641,"$200,000 or more",,,,,,
95642,"$1 under $25,000",17251,,,,,
95642,"$25,000 under $50,000",30271,,,,,
95642,"$50,000 under $75,000",30750,,,,,
95642,"$75,000 under $100,000",28276,,,,,
95642,"$100,000 under $200,000",47758,,,,,
95642,"$200,000 or more",44144,,,,,
95645,"$1 under $25,000",4092,,,,,
95645,"$25,000 under $50,000",7447,,,,,
95645,"$50,000 under $75,000",5148,,,,,
95645,"$75,000 under $100,000",2987,,,,,
95645,"$100,000 under $200,000",6873,,,,,
95645,"$200,000 or more",,,,,,
95648,"$1 under $25,000",77287,,,,,
95648,"$25,000 under $50,000",168164,,,,,
95648,"$50,000 under $75,000",227431,,,,,
95648,"$75,000 under $100,000",248830,,,,,
95648,"$100,000 under $200,000",478125,,,,,
95648,"$200,000 or more",188396,,,,,
95650,"$1 under $25,000",22853,,,,,
95650,"$25,000 under $50,000",40741,,,,,
95650,"$50,000 under $75,000",48562,,,,,
95650,"$75,000 under $100,000",54548,,,,,
95650,"$100,000 under $200,000",134283,,,,,
95650,"$200,000 or more",236371,,,,,
95651,"$1 under $25,000",1578,,,,,
95651,"$25,000 under $50,000",2483,,,,,
95651,"$50,000 under $75,000",3987,,,,,
95651,"$75,000 under $100,000",3150,,,,,
95651,"$100,000 under $200,000",12504,,,,,
95651,"$200,000 or more",,,,,,
95652,"$1 under $25,000",1062,,,,,
95652,"$25,000 under $50,000",1707,,,,,
95652,"$50,000 under $75,000",4340,,,,,
95652,"$75,000 under $100,000",,,,,,
95652,"$100,000 under $200,000",,,,,,
95652,"$200,000 or more",,,,,,
95655,"$1 under $25,000",5328,,,,,
95655,"$25,000 under $50,000",13716,,,,,
95655,"$50,000 under $75,000",16902,,,,,
95655,"$75,000 under $100,000",21713,,,,,
95655,"$100,000 under $200,000",42542,,,,,
95655,"$200,000 or more",,,,,,
95658,"$1 under $25,000",11107,,,,,
95658,"$25,000 under $50,000",23479,,,,,
95658,"$50,000 under $75,000",26648,,,,,
95658,"$75,000 under $100,000",26656,,,,,
95658,"$100,000 under $200,000",69983,,,,,
95658,"$200,000 or more",67718,,,,,
95659,"$1 under $25,000",1347,,,,,
95659,"$25,000 under $50,000",3030,,,,,
95659,"$50,000 under $75,000",2499,,,,,
95659,"$75,000 under $100,000",2252,,,,,
95659,"$100,000 under $200,000",4527,,,,,
95659,"$200,000 or more",10015,,,,,
95660,"$1 under $25,000",84130,,,,,
95660,"$25,000 under $50,000",137235,,,,,
95660,"$50,000 under $75,000",89933,,,,,
95660,"$75,000 under $100,000",43203,,,,,
95660,"$100,000 under $200,000",37171,,,,,
95660,"$200,000 or more",,,,,,
95661,"$1 under $25,000",55129,,,,,
95661,"$25,000 under $50,000",101912,,,,,
95661,"$50,000 under $75,000",123932,,,,,
95661,"$75,000 under $100,000",129746,,,,,
95661,"$100,000 under $200,000",330296,,,,,
95661,"$200,000 or more",309718,,,,,
95662,"$1 under $25,000",60227,,,,,
95662,"$25,000 under $50,000",130485,,,,,
95662,"$50,000 under $75,000",147645,,,,,
95662,"$75,000 under $100,000",138793,,,,,
95662,"$100,000 under $200,000",269535,,,,,
95662,"$200,000 or more",93710,,,,,
95663,"$1 under $25,000",4751,,,,,
95663,"$25,000 under $50,000",8923,,,,,
95663,"$50,000 under $75,000",11703,,,,,
95663,"$75,000 under $100,000",13727,,,,,
95663,"$100,000 under $200,000",34419,,,,,
95663,"$200,000 or more",22428,,,,,
95664,"$1 under $25,000",2072,,,,,
95664,"$25,000 under $50,000",3927,,,,,
95664,"$50,000 under $75,000",4855,,,,,
95664,"$75,000 under $100,000",6597,,,,,
95664,"$100,000 under $200,000",21889,,,,,
95664,"$200,000 or more",,,,,,
95665,"$1 under $25,000",9227,,,,,
95665,"$25,000 under $50,000",18440,,,,,
95665,"$50,000 under $75,000",20135,,,,,
95665,"$75,000 under $100,000",18425,,,,,
95665,"$100,000 under $200,000",30641,,,,,
95665,"$200,000 or more",13186,,,,,
95666,"$1 under $25,000",10364,,,,,
95666,"$25,000 under $50,000",18969,,,,,
95666,"$50,000 under $75,000",25207,,,,,
95666,"$75,000 under $100,000",21370,,,,,
95666,"$100,000 under $200,000",26810,,,,,
95666,"$200,000 or more",6633,,,,,
95667,"$1 under $25,000",68370,,,,,
95667,"$25,000 under $50,000",125368,,,,,
95667,"$50,000 under $75,000",144545,,,,,
95667,"$75,000 under $100,000",142629,,,,,
95667,"$100,000 under $200,000",282004,,,,,
95667,"$200,000 or more",126322,,,,,
95668,"$1 under $25,000",1747,,,,,
95668,"$25,000 under $50,000",2440,,,,,
95668,"$50,000 under $75,000",3437,,,,,
95668,"$75,000 under $100,000",4391,,,,,
95668,"$100,000 under $200,000",14148,,,,,
95668,"$200,000 or more",,,,,,
95669,"$1 under $25,000",5037,,,,,
95669,"$25,000 under $50,000",10955,,,,,
95669,"$50,000 under $75,000",10161,,,,,
95669,"$75,000 under $100,000",9041,,,,,
95669,"$100,000 under $200,000",17114,,,,,
95669,"$200,000 or more",14603,,,,,
95670,"$1 under $25,000",116346,,,,,
95670,"$25,000 under $50,000",227907,,,,,
95670,"$50,000 under $75,000",213000,,,,,
95670,"$75,000 under $100,000",171878,,,,,
95670,"$100,000 under $200,000",311438,,,,,
95670,"$200,000 or more",211771,,,,,
95672,"$1 under $25,000",7054,,,,,
95672,"$25,000 under $50,000",11419,,,,,
95672,"$50,000 under $75,000",18186,,,,,
95672,"$75,000 under $100,000",21637,,,,,
95672,"$100,000 under $200,000",61936,,,,,
95672,"$200,000 or more",41775,,,,,
95673,"$1 under $25,000",33600,,,,,
95673,"$25,000 under $50,000",64793,,,,,
95673,"$50,000 under $75,000",61621,,,,,
95673,"$75,000 under $100,000",46778,,,,,
95673,"$100,000 under $200,000",47532,,,,,
95673,"$200,000 or more",15036,,,,,
95674,"$1 under $25,000",1630,,,,,
95674,"$25,000 under $50,000",3214,,,,,
95674,"$50,000 under $75,000",3587,,,,,
95674,"$75,000 under $100,000",3225,,,,,
95674,"$100,000 under $200,000",10106,,,,,
95674,"$200,000 or more",,,,,,
95677,"$1 under $25,000",44183,,,,,
95677,"$25,000 under $50,000",91409,,,,,
95677,"$50,000 under $75,000",103378,,,,,
95677,"$75,000 under $100,000",110598,,,,,
95677,"$100,000 under $200,000",241771,,,,,
95677,"$200,000 or more",122513,,,,,
95678,"$1 under $25,000",84238,,,,,
95678,"$25,000 under $50,000",172842,,,,,
95678,"$50,000 under $75,000",184085,,,,,
95678,"$75,000 under $100,000",172558,,,,,
95678,"$100,000 under $200,000",314864,,,,,
95678,"$200,000 or more",103776,,,,,
95681,"$1 under $25,000",2756,,,,,
95681,"$25,000 under $50,000",5221,,,,,
95681,"$50,000 under $75,000",4988,,,,,
95681,"$75,000 under $100,000",3775,,,,,
95681,"$100,000 under $200,000",6809,,,,,
95681,"$200,000 or more",,,,,,
95682,"$1 under $25,000",50173,,,,,
95682,"$25,000 under $50,000",96008,,,,,
95682,"$50,000 under $75,000",115780,,,,,
95682,"$75,000 under $100,000",133991,,,,,
95682,"$100,000 under $200,000",343741,,,,,
95682,"$200,000 or more",193975,,,,,
95683,"$1 under $25,000",7464,,,,,
95683,"$25,000 under $50,000",15902,,,,,
95683,"$50,000 under $75,000",25938,,,,,
95683,"$75,000 under $100,000",33730,,,,,
95683,"$100,000 under $200,000",116797,,,,,
95683,"$200,000 or more",91669,,,,,
95684,"$1 under $25,000",5799,,,,,
95684,"$25,000 under $50,000",10786,,,,,
95684,"$50,000 under $75,000",13066,,,,,
95684,"$75,000 under $100,000",11232,,,,,
95684,"$100,000 under $200,000",23287,,,,,
95684,"$200,000 or more",,,,,,
95685,"$1 under $25,000",9269,,,,,
95685,"$25,000 under $50,000",18458,,,,,
95685,"$50,000 under $75,000",21690,,,,,
95685,"$75,000 under $100,000",19725,,,,,
95685,"$100,000 under $200,000",39704,,,,,
95685,"$200,000 or more",19870,,,,,
95687,"$1 under $25,000",108329,,,,,
95687,"$25,000 under $50,000",224909,,,,,
95687,"$50,000 under $75,000",260499,,,,,
95687,"$75,000 under $100,000",260405,,,,,
95687,"$100,000 under $200,000",526428,,,,,
95687,"$200,000 or more",122752,,,,,
95688,"$1 under $25,000",60830,,,,,
95688,"$25,000 under $50,000",110467,,,,,
95688,"$50,000 under $75,000",137033,,,,,
95688,"$75,000 under $100,000",143813,,,,,
95688,"$100,000 under $200,000",406586,,,,,
95688,"$200,000 or more",189339,,,,,
95689,"$1 under $25,000",2270,,,,,
95689,"$25,000 under $50,000",4881,,,,,
95689,"$50,000 under $75,000",6551,,,,,
95689,"$75,000 under $100,000",8273,,,,,
95689,"$100,000 under $200,000",14597,,,,,
95689,"$200,000 or more",,,,,,
95690,"$1 under $25,000",6582,,,,,
95690,"$25,000 under $50,000",11065,,,,,
95690,"$50,000 under $75,000",7865,,,,,
95690,"$75,000 under $100,000",4962,,,,,
95690,"$100,000 under $200,000",10377,,,,,
95690,"$200,000 or more",21517,,,,,
95691,"$1 under $25,000",64562,,,,,
95691,"$25,000 under $50,000",135170,,,,,
95691,"$50,000 under $75,000",158930,,,,,
95691,"$75,000 under $100,000",146239,,,,,
95691,"$100,000 under $200,000",255962,,,,,
95691,"$200,000 or more",71723,,,,,
95692,"$1 under $25,000",8905,,,,,
95692,"$25,000 under $50,000",18298,,,,,
95692,"$50,000 under $75,000",19854,,,,,
95692,"$75,000 under $100,000",18287,,,,,
95692,"$100,000 under $200,000",28911,,,,,
95692,"$200,000 or more",12660,,,,,
95693,"$1 under $25,000",11425,,,,,
95693,"$25,000 under $50,000",19502,,,,,
95693,"$50,000 under $75,000",26348,,,,,
95693,"$75,000 under $100,000",30988,,,,,
95693,"$100,000 under $200,000",82884,,,,,
95693,"$200,000 or more",74734,,,,,
95694,"$1 under $25,000",20154,,,,,
95694,"$25,000 under $50,000",39334,,,,,
95694,"$50,000 under $75,000",35992,,,,,
95694,"$75,000 under $100,000",32424,,,,,
95694,"$100,000 under $200,000",64301,,,,,
95694,"$200,000 or more",31389,,,,,
95695,"$1 under $25,000",77684,,,,,
95695,"$25,000 under $50,000",159544,,,,,
95695,"$50,000 under $75,000",131811,,,,,
95695,"$75,000 under $100,000",113762,,,,,
95695,"$100,000 under $200,000",212457,,,,,
95695,"$200,000 or more",164168,,,,,
95703,"$1 under $25,000",3215,,,,,
95703,"$25,000 under $50,000",6458,,,,,
95703,"$50,000 under $75,000",7135,,,,,
95703,"$75,000 under $100,000",8424,,,,,
95703,"$100,000 under $200,000",18700,,,,,
95703,"$200,000 or more",,,,,,
95709,"$1 under $25,000",9779,,,,,
95709,"$25,000 under $50,000",17409,,,,,
95709,"$50,000 under $75,000",20274,,,,,
95709,"$75,000 under $100,000",17844,,,,,
95709,"$100,000 under $200,000",43026,,,,,
95709,"$200,000 or more",19162,,,,,
95713,"$1 under $25,000",14288,,,,,
95713,"$25,000 under $50,000",27405,,,,,
95713,"$50,000 under $75,000",32693,,,,,
95713,"$75,000 under $100,000",32614,,,,,
95713,"$100,000 under $200,000",54242,,,,,
95713,"$200,000 or more",24867,,,,,
95722,"$1 under $25,000",7497,,,,,
95722,"$25,000 under $50,000",15179,,,,,
95722,"$50,000 under $75,000",23109,,,,,
95722,"$75,000 under $100,000",21128,,,,,
95722,"$100,000 under $200,000",49912,,,,,
95722,"$200,000 or more",64248,,,,,
95726,"$1 under $25,000",15535,,,,,
95726,"$25,000 under $50,000",30084,,,,,
95726,"$50,000 under $75,000",38425,,,,,
95726,"$75,000 under $100,000",37814,,,,,
95726,"$100,000 under $200,000",56942,,,,,
95726,"$200,000 or more",11436,,,,,
95742,"$1 under $25,000",10512,,,,,
95742,"$25,000 under $50,000",25609,,,,,
95742,"$50,000 under $75,000",44231,,,,,
95742,"$75,000 under $100,000",52923,,,,,
95742,"$100,000 under $200,000",118277,,,,,
95742,"$200,000 or more",33058,,,,,
95746,"$1 under $25,000",26433,,,,,
95746,"$25,000 under $50,000",44801,,,,,
95746,"$50,000 under $75,000",59578,,,,,
95746,"$75,000 under $100,000",76239,,,,,
95746,"$100,000 under $200,000",327400,,,,,
95746,"$200,000 or more",839801,,,,,
95747,"$1 under $25,000",73453,,,,,
95747,"$25,000 under $50,000",153900,,,,,
95747,"$50,000 under $75,000",226695,,,,,
95747,"$75,000 under $100,000",284949,,,,,
95747,"$100,000 under $200,000",719967,,,,,
95747,"$200,000 or more",307918,,,,,
95757,"$1 under $25,000",49410,,,,,
95757,"$25,000 under $50,000",106761,,,,,
95757,"$50,000 under $75,000",147873,,,,,
95757,"$75,000 under $100,000",179748,,,,,
95757,"$100,000 under $200,000",411305,,,,,
95757,"$200,000 or more",121450,,,,,
95758,"$1 under $25,000",95023,,,,,
95758,"$25,000 under $50,000",229014,,,,,
95758,"$50,000 under $75,000",284322,,,,,
95758,"$75,000 under $100,000",272904,,,,,
95758,"$100,000 under $200,000",531515,,,,,
95758,"$200,000 or more",158932,,,,,
95762,"$1 under $25,000",42714,,,,,
95762,"$25,000 under $50,000",73756,,,,,
95762,"$50,000 under $75,000",113572,,,,,
95762,"$75,000 under $100,000",165657,,,,,
95762,"$100,000 under $200,000",660138,,,,,
95762,"$200,000 or more",1091584,,,,,
95765,"$1 under $25,000",43589,,,,,
95765,"$25,000 under $50,000",89340,,,,,
95765,"$50,000 under $75,000",122426,,,,,
95765,"$75,000 under $100,000",152752,,,,,
95765,"$100,000 under $200,000",448777,,,,,
95765,"$200,000 or more",242311,,,,,
95776,"$1 under $25,000",50072,,,,,
95776,"$25,000 under $50,000",97518,,,,,
95776,"$50,000 under $75,000",87915,,,,,
95776,"$75,000 under $100,000",73640,,,,,
95776,"$100,000 under $200,000",129099,,,,,
95776,"$200,000 or more",41861,,,,,
95811,"$1 under $25,000",18739,,,,,
95811,"$25,000 under $50,000",38796,,,,,
95811,"$50,000 under $75,000",26312,,,,,
95811,"$75,000 under $100,000",15321,,,,,
95811,"$100,000 under $200,000",22872,,,,,
95811,"$200,000 or more",38438,,,,,
95814,"$1 under $25,000",21718,,,,,
95814,"$25,000 under $50,000",44494,,,,,
95814,"$50,000 under $75,000",30567,,,,,
95814,"$75,000 under $100,000",20546,,,,,
95814,"$100,000 under $200,000",29358,,,,,
95814,"$200,000 or more",33465,,,,,
95815,"$1 under $25,000",67753,,,,,
95815,"$25,000 under $50,000",87489,,,,,
95815,"$50,000 under $75,000",47957,,,,,
95815,"$75,000 under $100,000",25052,,,,,
95815,"$100,000 under $200,000",25995,,,,,
95815,"$200,000 or more",12373,,,,,
95816,"$1 under $25,000",46567,,,,,
95816,"$25,000 under $50,000",116911,,,,,
95816,"$50,000 under $75,000",94912,,,,,
95816,"$75,000 under $100,000",68132,,,,,
95816,"$100,000 under $200,000",128730,,,,,
95816,"$200,000 or more",115105,,,,,
95817,"$1 under $25,000",33180,,,,,
95817,"$25,000 under $50,000",54614,,,,,
95817,"$50,000 under $75,000",44788,,,,,
95817,"$75,000 under $100,000",30248,,,,,
95817,"$100,000 under $200,000",37089,,,,,
95817,"$200,000 or more",9356,,,,,
95818,"$1 under $25,000",43224,,,,,
95818,"$25,000 under $50,000",83763,,,,,
95818,"$50,000 under $75,000",90511,,,,,
95818,"$75,000 under $100,000",83653,,,,,
95818,"$100,000 under $200,000",226616,,,,,
95818,"$200,000 or more",208553,,,,,
95819,"$1 under $25,000",24436,,,,,
95819,"$25,000 under $50,000",69584,,,,,
95819,"$50,000 under $75,000",94922,,,,,
95819,"$75,000 under $100,000",97436,,,,,
95819,"$100,000 under $200,000",242087,,,,,
95819,"$200,000 or more",205484,,,,,
95820,"$1 under $25,000",91374,,,,,
95820,"$25,000 under $50,000",155617,,,,,
95820,"$50,000 under $75,000",113681,,,,,
95820,"$75,000 under $100,000",70105,,,,,
95820,"$100,000 under $200,000",59788,,,,,
95820,"$200,000 or more",11076,,,,,
95821,"$1 under $25,000",83967,,,,,
95821,"$25,000 under $50,000",131011,,,,,
95821,"$50,000 under $75,000",122850,,,,,
95821,"$75,000 under $100,000",107621,,,,,
95821,"$100,000 under $200,000",175917,,,,,
95821,"$200,000 or more",75776,,,,,
95822,"$1 under $25,000",102592,,,,,
95822,"$25,000 under $50,000",192316,,,,,
95822,"$50,000 under $75,000",166759,,,,,
95822,"$75,000 under $100,000",115939,,,,,
95822,"$100,000 under $200,000",172316,,,,,
95822,"$200,000 or more",77112,,,,,
95823,"$1 under $25,000",196185,,,,,
95823,"$25,000 under $50,000",302277,,,,,
95823,"$50,000 under $75,000",199901,,,,,
95823,"$75,000 under $100,000",109663,,,,,
95823,"$100,000 under $200,000",95431,,,,,
95823,"$200,000 or more",12624,,,,,
95824,"$1 under $25,000",89112,,,,,
95824,"$25,000 under $50,000",110564,,,,,
95824,"$50,000 under $75,000",54420,,,,,
95824,"$75,000 under $100,000",24649,,,,,
