Zip Code,Size AGI,Returns,Joint Returns,AGI,Unemployment Returns,Unemployment Amount,Taxable Income Returns,Taxable Income Amount
95346,25K under 50K,169,74,6184,35,330,162,3067
95346,50K under 75K,85,56,5210,31,293,85,3321
95346,75K under 100K,67,53,5768,0,0,67,3911
95346,100K under 200K,54,39,8032,0,0,54,5635
95346,200K or more,0,0,0,0,0,0,0
95348,1 under 25K,6096,698,79383,791,5135,3350,17542
95348,25K under 50K,2712,946,96972,524,4927,2550,44501
95348,50K under 75K,1344,788,82295,205,1493,1338,49896
95348,75K under 100K,729,544,63001,95,848,727,41567
95348,100K under 200K,662,565,85602,63,570,661,61084
95348,200K or more,76,67,24295,0,0,76,19733
95350,1 under 25K,9518,1402,119933,1681,12077,4026,23041
95350,25K under 50K,5442,1948,197404,1001,9674,5198,98548
95350,50K under 75K,2808,1575,171953,464,4049,2795,107803
95350,75K under 100K,1479,1086,126995,214,1963,1477,86770
95350,100K under 200K,1456,1204,189072,150,1427,1454,137209
95350,200K or more,235,189,86277,0,0,230,67412
95351,1 under 25K,9633,1684,123459,2047,12370,3194,16164
95351,25K under 50K,3989,1831,140441,1051,9556,3656,55167
95351,50K under 75K,1301,886,78099,383,2891,1297,44155
95351,75K under 100K,529,429,45352,121,862,529,29887
95351,100K under 200K,353,298,44919,59,606,353,32170
95351,200K or more,37,32,13638,0,0,37,11022
95354,1 under 25K,4715,650,59175,919,6022,1855,10486
95354,25K under 50K,2549,907,92072,572,5218,2426,44762
95354,50K under 75K,1135,620,69328,208,1424,1129,43775
95354,75K under 100K,540,348,46285,90,773,540,31585
95354,100K under 200K,463,376,60879,57,512,462,43901
95354,200K or more,118,93,52381,0,0,118,39795
95355,1 under 25K,8756,1318,109041,1472,11074,4023,23088
95355,25K under 50K,5405,1813,197473,997,9729,5141,98069
95355,50K under 75K,3665,2065,226899,644,5872,3645,137158
95355,75K under 100K,2394,1763,207433,374,3389,2391,135477
95355,100K under 200K,2839,2427,375754,360,3199,2838,264621
95355,200K or more,512,453,198379,0,0,511,157719
95356,1 under 25K,4751,792,58748,757,5829,2183,12821
95356,25K under 50K,2983,1014,108850,554,5697,2818,54076
95356,50K under 75K,1896,1030,116612,295,2560,1873,70580
95356,75K under 100K,1205,874,104110,192,1979,1204,68388
95356,100K under 200K,1592,1346,215583,197,1757,1587,151194
95356,200K or more,655,578,407279,0,0,654,330801
95357,1 under 25K,2160,360,27363,425,3128,958,5357
95357,25K under 50K,1298,522,47112,297,2885,1207,21484
95357,50K under 75K,811,494,49891,161,1455,801,29417
95357,75K under 100K,489,358,42270,89,770,488,27782
95357,100K under 200K,508,445,67262,55,607,507,46982
95357,200K or more,121,101,51795,0,0,121,41089
95358,1 under 25K,5871,1135,77407,1258,8413,2179,11648
95358,25K under 50K,3220,1429,114432,747,6750,2927,46633
95358,50K under 75K,1329,924,80848,339,2738,1319,45910
95358,75K under 100K,635,537,54578,135,1179,633,35381
95358,100K under 200K,593,521,77106,85,827,592,55022
95358,200K or more,108,99,45759,0,0,108,36640
95360,1 under 25K,1877,361,25871,463,2869,778,4378
95360,25K under 50K,1356,682,49634,393,3337,1232,18851
95360,50K under 75K,677,485,41101,179,1417,673,22232
95360,75K under 100K,312,266,26911,69,551,310,16843
95360,100K under 200K,255,222,31902,36,296,254,22309
95360,200K or more,27,26,12482,0,0,27,10084
95361,1 under 25K,4841,880,61064,888,6591,2138,11723
95361,25K under 50K,3097,1363,111729,676,6839,2833,49486
95361,50K under 75K,1910,1236,117697,410,3620,1895,69058
95361,75K under 100K,1312,1032,113305,246,1999,1303,72007
95361,100K under 200K,1619,1433,215184,193,1506,1617,146277
95361,200K or more,330,301,133554,0,0,329,106416
95363,1 under 25K,4636,754,62514,887,6294,2077,10245
95363,25K under 50K,2871,1139,102664,709,6541,2564,39355
95363,50K under 75K,1463,933,89900,372,3098,1451,48515
95363,75K under 100K,839,648,72473,169,1491,839,44731
95363,100K under 200K,788,688,100514,141,1569,785,68743
95363,200K or more,93,81,34691,0,0,93,28023
95365,1 under 25K,1115,268,16175,405,2144,459,2217
95365,25K under 50K,565,330,19440,282,2617,513,6752
95365,50K under 75K,132,102,7779,76,672,132,4521
95365,75K under 100K,36,30,3077,0,0,36,1919
95365,100K under 200K,31,22,4589,0,0,31,2870
95365,200K or more,0,0,0,0,0,0,0
95366,1 under 25K,2314,400,28250,333,2636,1083,6114
95366,25K under 50K,1366,529,50204,262,2419,1268,23908
95366,50K under 75K,1096,675,67916,192,1793,1069,38604
95366,75K under 100K,758,605,65606,127,1155,757,40345
95366,100K under 200K,1265,1152,171349,172,1438,1264,114534
95366,200K or more,280,254,111264,0,0,280,86595
95367,1 under 25K,4015,713,52609,1028,6853,1726,9199
95367,25K under 50K,2386,1084,86094,778,7385,2196,35398
95367,50K under 75K,1402,934,86155,421,3655,1396,48360
95367,75K under 100K,869,704,75226,189,1403,869,47484
95367,100K under 200K,720,629,91677,115,948,720,62249
95367,200K or more,95,86,30403,0,0,95,23106
95368,1 under 25K,2032,367,26289,459,2918,883,4901
95368,25K under 50K,1407,596,52088,374,3923,1299,22405
95368,50K under 75K,1002,644,61902,216,2006,996,34244
95368,75K under 100K,596,487,51194,137,1255,596,32108
95368,100K under 200K,534,486,68219,95,1070,534,46494
95368,200K or more,42,34,13778,0,0,42,10736
95369,1 under 25K,194,41,2566,29,244,99,504
95369,25K under 50K,112,56,4025,34,313,104,1701
95369,50K under 75K,44,26,2646,0,0,43,1685
95369,75K under 100K,28,26,2415,0,0,28,1533
95369,100K under 200K,26,23,3685,0,0,25,2571
95369,200K or more,0,0,0,0,0,0,0
95370,1 under 25K,4515,903,56530,638,4464,2031,12283
95370,25K under 50K,2608,1087,94407,486,4656,2463,46507
95370,50K under 75K,1649,1038,101709,249,2171,1630,62083
95370,75K under 100K,994,782,86032,139,1278,993,57210
95370,100K under 200K,1092,958,143185,111,1026,1090,102057
95370,200K or more,221,195,77453,0,0,221,59611
95372,1 under 25K,462,118,5682,86,755,191,1057
95372,25K under 50K,310,137,11135,69,775,293,5325
95372,50K under 75K,220,148,13583,41,411,220,8261
95372,75K under 100K,105,87,9022,29,268,105,5944
95372,100K under 200K,108,96,16424,0,0,108,12062
95372,200K or more,0,0,0,0,0,0,0
95374,1 under 25K,323,74,4160,65,429,113,662
95374,25K under 50K,215,109,7498,54,543,179,2828
95374,50K under 75K,72,49,4393,0,0,71,2571
95374,75K under 100K,36,29,3124,0,0,36,2069
95374,100K under 200K,29,24,5332,0,0,28,2813
95374,200K or more,0,0,0,0,0,0,0
95376,1 under 25K,7822,1196,101970,1210,9507,3409,19783
95376,25K under 50K,5321,1875,193756,1077,10944,4899,87046
95376,50K under 75K,3214,1802,197420,635,5727,3197,115077
95376,75K under 100K,2009,1473,174011,411,3670,2006,111266
95376,100K under 200K,2262,1925,294719,413,3986,2261,204957
95376,200K or more,260,227,74198,29,336,260,57390
95377,1 under 25K,3258,555,39763,427,3562,1410,8013
95377,25K under 50K,2108,852,77752,431,4907,1854,32928
95377,50K under 75K,1711,992,106808,340,3428,1690,56788
95377,75K under 100K,1562,1174,135804,312,3122,1561,80839
95377,100K under 200K,2510,2209,336253,423,4034,2508,222070
95377,200K or more,360,339,96778,51,616,360,72878
95379,1 under 25K,618,112,8012,110,813,312,1872
95379,25K under 50K,444,164,15770,87,918,429,7924
95379,50K under 75K,243,151,15176,42,443,243,9477
95379,75K under 100K,167,140,14391,43,377,167,9877
95379,100K under 200K,162,140,26888,0,0,161,19842
95379,200K or more,0,0,0,0,0,0,0
95380,1 under 25K,7507,1397,98508,1287,8428,3020,16672
95380,25K under 50K,4146,1729,146143,727,6804,3777,62105
95380,50K under 75K,1754,1186,106859,341,2875,1744,62577
95380,75K under 100K,874,689,75469,130,1012,871,50489
95380,100K under 200K,765,685,99675,67,485,764,70902
95380,200K or more,115,97,42725,0,0,115,33891
95382,1 under 25K,5200,948,64603,742,4987,2461,14169
95382,25K under 50K,3097,1171,112791,545,5127,2909,53155
95382,50K under 75K,2173,1270,134381,325,3047,2164,79486
95382,75K under 100K,1427,1134,123155,214,1665,1423,78065
95382,100K under 200K,1840,1620,242974,183,1378,1839,167821
95382,200K or more,282,246,100854,0,0,281,77999
95383,1 under 25K,741,162,9158,92,672,338,1904
95383,25K under 50K,476,224,17295,87,944,448,8298
95383,50K under 75K,283,183,17534,45,469,283,10620
95383,75K under 100K,190,155,16457,35,301,189,10717
95383,100K under 200K,218,193,28808,0,0,217,20844
95383,200K or more,47,41,17211,0,0,47,13519
95385,1 under 25K,39,0,489,0,0,0,0
95385,25K under 50K,80,61,6595,27,257,89,4357
95385,50K under 75K,0,0,0,0,0,0,0
95385,75K under 100K,0,0,0,0,0,0,0
95385,100K under 200K,0,0,0,0,0,0,0
95385,200K or more,0,0,0,0,0,0,0
95386,1 under 25K,1671,299,22513,351,2160,680,3768
95386,25K under 50K,1077,479,38453,282,2341,976,15626
95386,50K under 75K,540,397,33157,149,1161,537,18407
95386,75K under 100K,296,255,25322,57,454,296,16316
95386,100K under 200K,271,255,34696,32,284,271,23589
95386,200K or more,23,21,15506,0,0,23,11388
95388,1 under 25K,2893,557,40431,524,2945,1366,6611
95388,25K under 50K,1466,757,51042,355,2702,1325,18215
95388,50K under 75K,404,296,24387,85,544,403,13819
95388,75K under 100K,145,128,12475,34,232,144,8362
95388,100K under 200K,108,100,16789,0,0,108,12852
95388,200K or more,0,0,0,0,0,0,0
95389,1 under 25K,363,0,5995,49,195,306,2596
95389,25K under 50K,318,43,10855,63,306,317,7210
95389,50K under 75K,110,62,6573,25,186,110,4341
95389,75K under 100K,38,31,3307,0,0,38,2388
95389,100K under 200K,41,36,5729,0,0,40,4215
95389,200K or more,0,0,0,0,0,0,0
95391,1 under 25K,718,136,9290,129,1058,337,2007
95391,25K under 50K,607,197,22833,126,1307,545,10727
95391,50K under 75K,628,300,39013,122,1256,610,20646
95391,75K under 100K,582,423,50998,96,908,579,29177
95391,100K under 200K,1110,961,150747,193,1740,1110,99916
95391,200K or more,126,113,34560,0,0,126,26149
95401,1 under 25K,6314,856,83519,790,6441,2937,17879
95401,25K under 50K,4398,1261,159065,747,6339,4133,80450
95401,50K under 75K,2285,1188,140067,399,3483,2262,85201
95401,75K under 100K,1229,859,105775,215,1710,1225,69151
95401,100K under 200K,1209,985,157621,163,1449,1209,112259
95401,200K or more,206,168,142797,0,0,206,119961
95403,1 under 25K,6903,867,89273,892,7344,3344,20689
95403,25K under 50K,4905,1346,178610,772,7081,4595,91623
95403,50K under 75K,2954,1469,181624,481,4380,2922,110477
95403,75K under 100K,1757,1239,152080,294,2522,1743,98931
95403,100K under 200K,2298,1858,305102,263,2149,2291,213702
95403,200K or more,559,451,275431,34,308,552,210098
95404,1 under 25K,6078,708,76026,717,6172,2951,18700
95404,25K under 50K,4004,1059,144795,589,5716,3695,75137
95404,50K under 75K,2397,1081,148002,303,2687,2353,89899
95404,75K under 100K,1522,994,132212,198,1911,1511,85300
95404,100K under 200K,2404,1906,329971,209,1934,2399,226105
95404,200K or more,1056,904,459169,47,464,1054,362168
95405,1 under 25K,3429,372,41772,418,3669,1686,10502
95405,25K under 50K,2516,589,91615,337,3343,2399,49936
95405,50K under 75K,1675,715,103221,220,1966,1648,64852
95405,75K under 100K,1142,722,98704,136,1419,1133,64939
95405,100K under 200K,1540,1253,207768,154,1348,1537,145486
95405,200K or more,442,393,164221,0,0,440,129611
95407,1 under 25K,6841,1091,94126,968,7543,2875,17215
95407,25K under 50K,4773,1643,170730,837,7126,4419,75814
95407,50K under 75K,2149,1220,131551,454,3633,2133,75913
95407,75K under 100K,1017,750,87450,211,1824,1012,55614
95407,100K under 200K,731,605,92180,102,767,729,63433
95407,200K or more,67,41,21600,0,0,66,14520
95409,1 under 25K,3982,579,48544,387,3337,1855,10916
95409,25K under 50K,2900,842,106363,399,4100,2725,55163
95409,50K under 75K,2084,947,128626,227,2167,2052,80149
95409,75K under 100K,1367,875,118702,131,1296,1356,79007
95409,100K under 200K,2024,1637,275187,141,1357,2016,192625
95409,200K or more,602,510,215506,22,280,601,166129
95410,1 under 25K,216,38,2384,31,231,81,453
95410,25K under 50K,95,39,3317,0,0,85,1528
95410,50K under 75K,45,44,2727,0,0,44,1744
95410,75K under 100K,21,0,1769,0,0,20,1092
95410,100K under 200K,41,29,9738,0,0,39,7639
95410,200K or more,0,0,0,0,0,0,0
95412,1 under 25K,46,0,555,0,0,0,0
95412,25K under 50K,58,52,3485,0,0,69,2164
95412,50K under 75K,0,0,0,0,0,0,0
95412,75K under 100K,0,0,0,0,0,0,0
95412,100K under 200K,0,0,0,0,0,0,0
95412,200K or more,0,0,0,0,0,0,0
95415,1 under 25K,314,81,4223,46,290,109,589
95415,25K under 50K,171,82,6130,41,360,148,2473
95415,50K under 75K,74,42,4437,0,0,72,2630
95415,75K under 100K,37,29,3248,0,0,36,2147
95415,100K under 200K,37,30,6184,0,0,37,4668
95415,200K or more,0,0,0,0,0,0,0
95420,1 under 25K,40,0,405,0,0,0,0
95420,25K under 50K,59,41,5794,0,0,68,3865
95420,50K under 75K,0,0,0,0,0,0,0
95420,75K under 100K,0,0,0,0,0,0,0
95420,100K under 200K,0,0,0,0,0,0,0
95420,200K or more,0,0,0,0,0,0,0
95421,1 under 25K,226,43,2854,29,202,102,630
95421,25K under 50K,165,59,5921,34,337,152,2921
95421,50K under 75K,95,51,5776,23,222,94,3475
95421,75K under 100K,51,37,4410,0,0,51,2945
95421,100K under 200K,47,38,14362,0,0,47,9972
95421,200K or more,0,0,0,0,0,0,0
95422,1 under 25K,2636,507,34628,465,3039,1016,5650
95422,25K under 50K,1092,455,38049,232,2285,1027,17075
95422,50K under 75K,354,230,21603,71,587,351,13130
95422,75K under 100K,151,120,12793,40,438,150,8548
95422,100K under 200K,120,87,17609,0,0,120,13136
95422,200K or more,0,0,0,0,0,0,0
95423,1 under 25K,671,161,8453,103,817,263,1479
95423,25K under 50K,338,152,11998,57,686,319,5822
95423,50K under 75K,159,98,9573,25,289,158,6023
95423,75K under 100K,86,67,7453,21,209,85,5032
95423,100K under 200K,64,49,8486,0,0,64,6211
95423,200K or more,0,0,0,0,0,0,0
95425,1 under 25K,1720,357,22969,233,1638,711,3868
95425,25K under 50K,1242,471,44704,236,2122,1130,20140
95425,50K under 75K,743,451,45570,153,1233,737,26683
95425,75K under 100K,491,374,42463,98,883,490,27399
95425,100K under 200K,521,456,68721,79,594,519,47922
95425,200K or more,84,73,29442,0,0,84,22496
95427,1 under 25K,98,26,1106,0,0,33,176
95427,25K under 50K,76,45,6777,0,0,73,4621
95427,50K under 75K,0,0,0,0,0,0,0
95427,75K under 100K,0,0,0,0,0,0,0
95427,100K under 200K,0,0,0,0,0,0,0
95427,200K or more,0,0,0,0,0,0,0
95428,1 under 25K,397,82,5211,55,383,148,857
95428,25K under 50K,213,83,7565,52,537,198,3622
95428,50K under 75K,71,38,4262,0,0,70,2783
95428,75K under 100K,40,28,6892,0,0,40,5622
95428,100K under 200K,0,0,0,0,0,0,0
95428,200K or more,0,0,0,0,0,0,0
95432,1 under 25K,80,22,926,25,184,33,193
95432,25K under 50K,86,49,9030,0,0,83,6581
95432,50K under 75K,0,0,0,0,0,0,0
95432,75K under 100K,0,0,0,0,0,0,0
95432,100K under 200K,0,0,0,0,0,0,0
95432,200K or more,0,0,0,0,0,0,0
95436,1 under 25K,959,113,11645,156,1264,473,2791
95436,25K under 50K,669,195,24204,131,1360,628,12806
95436,50K under 75K,397,205,24482,74,711,396,14993
95436,75K under 100K,261,165,22609,42,342,260,14804
95436,100K under 200K,301,236,39204,45,343,301,27605
95436,200K or more,63,52,22122,0,0,63,17628
95437,1 under 25K,2860,484,36938,294,1749,1223,7063
95437,25K under 50K,1735,732,61863,327,2871,1609,28909
95437,50K under 75K,776,520,47567,155,1247,771,29038
95437,75K under 100K,405,319,34758,48,306,401,23477
95437,100K under 200K,319,261,41060,29,202,319,29708
95437,200K or more,63,52,20962,0,0,63,16149
95439,1 under 25K,180,23,2421,32,273,88,552
95439,25K under 50K,110,47,3962,28,177,97,1815
95439,50K under 75K,55,31,3370,22,209,55,1979
95439,75K under 100K,36,24,3080,0,0,36,1873
95439,100K under 200K,63,47,11724,0,0,63,8527
95439,200K or more,0,0,0,0,0,0,0
95441,1 under 25K,464,111,6588,40,228,175,935
95441,25K under 50K,361,159,12639,50,283,322,5187
95441,50K under 75K,163,102,9958,55,476,159,5643
95441,75K under 100K,94,68,8191,0,0,94,5329
95441,100K under 200K,118,90,15563,0,0,117,10673
95441,200K or more,41,33,17945,0,0,41,14428
95442,1 under 25K,538,80,7015,49,423,266,1835
95442,25K under 50K,401,116,14626,55,566,367,7709
95442,50K under 75K,271,137,16666,28,256,261,10188
95442,75K under 100K,167,106,14522,30,253,166,9512
95442,100K under 200K,212,156,28887,0,0,211,19883
95442,200K or more,93,74,88910,0,0,92,74327
95443,1 under 25K,57,0,757,0,0,28,185
95443,25K under 50K,46,35,3293,0,0,45,2244
95443,50K under 75K,0,0,0,0,0,0,0
95443,75K under 100K,0,0,0,0,0,0,0
95443,100K under 200K,0,0,0,0,0,0,0
95443,200K or more,0,0,0,0,0,0,0
95444,1 under 25K,266,46,3456,38,349,128,824
95444,25K under 50K,171,64,6191,31,262,153,2863
95444,50K under 75K,111,61,6728,31,336,110,3919
95444,75K under 100K,54,34,4581,0,0,53,3066
95444,100K under 200K,68,59,9406,0,0,68,6855
95444,200K or more,22,0,6245,0,0,22,4918
95445,1 under 25K,514,102,6734,57,442,221,1341
95445,25K under 50K,321,135,11523,28,261,283,5088
95445,50K under 75K,190,114,11490,29,203,186,6664
95445,75K under 100K,106,80,9082,0,0,106,5944
95445,100K under 200K,152,119,20833,0,0,152,14547
95445,200K or more,43,28,16233,0,0,43,13258
95446,1 under 25K,965,116,12127,160,1277,457,2933
95446,25K under 50K,638,147,23454,101,970,611,12749
95446,50K under 75K,342,121,20756,40,393,340,13243
95446,75K under 100K,183,96,15707,47,478,182,10499
95446,100K under 200K,174,112,21884,0,0,174,15831
95446,200K or more,22,0,17557,0,0,22,13778
95448,1 under 25K,3250,512,42084,335,2822,1423,8148
95448,25K under 50K,2145,733,76954,313,2688,1953,36277
95448,50K under 75K,1150,596,70864,159,1286,1126,43230
95448,75K under 100K,704,489,61002,93,849,693,39668
95448,100K under 200K,1036,842,139794,119,1040,1026,96116
95448,200K or more,452,362,253909,0,0,445,202347
95449,1 under 25K,329,55,4498,51,434,131,751
95449,25K under 50K,208,90,7259,35,322,189,3166
95449,50K under 75K,74,40,4396,21,147,74,2722
95449,75K under 100K,39,33,3319,0,0,39,2217
95449,100K under 200K,48,38,10808,0,0,48,8501
95449,200K or more,0,0,0,0,0,0,0
95450,1 under 25K,69,21,690,0,0,35,190
95450,25K under 50K,48,0,1814,0,0,46,885
95450,50K under 75K,39,20,2752,0,0,39,1720
95450,75K under 100K,0,0,0,0,0,0,0
95450,100K under 200K,30,23,5984,0,0,29,4759
95450,200K or more,0,0,0,0,0,0,0
95451,1 under 25K,1866,445,24337,382,2594,762,4200
95451,25K under 50K,1133,519,40707,253,2406,1053,18536
95451,50K under 75K,600,406,36609,122,1047,595,22124
95451,75K under 100K,352,271,30186,57,472,351,20168
95451,100K under 200K,381,328,48148,39,317,380,34269
95451,200K or more,55,43,20291,0,0,55,16314
95452,1 under 25K,270,33,3281,28,287,131,750
95452,25K under 50K,201,54,7276,38,441,178,3668
95452,50K under 75K,116,53,7178,0,0,112,4375
95452,75K under 100K,90,60,7979,28,369,89,5211
95452,100K under 200K,141,102,19343,0,0,138,13089
95452,200K or more,71,60,38852,0,0,71,25568
95453,1 under 25K,1870,354,23679,292,1968,823,4621
95453,25K under 50K,1231,481,44829,226,1999,1148,21801
95453,50K under 75K,627,384,38621,109,837,623,23698
95453,75K under 100K,347,273,30126,44,457,347,20151
95453,100K under 200K,352,310,45799,45,379,352,32862
95453,200K or more,82,65,25626,0,0,82,19634
95454,1 under 25K,552,124,6661,50,404,221,1179
95454,25K under 50K,245,102,8601,28,306,222,3712
95454,50K under 75K,87,55,5357,20,194,84,3193
95454,75K under 100K,39,27,3384,0,0,39,2371
95454,100K under 200K,35,26,5933,0,0,35,4264
95454,200K or more,0,0,0,0,0,0,0
95456,1 under 25K,134,29,1535,22,162,49,276
95456,25K under 50K,84,55,3034,0,0,79,1548
95456,50K under 75K,44,0,2716,0,0,43,1691
95456,75K under 100K,26,23,2295,0,0,26,1557
95456,100K under 200K,38,26,7686,0,0,37,5621
95456,200K or more,0,0,0,0,0,0,0
95457,1 under 25K,679,131,8840,137,1022,290,1789
95457,25K under 50K,389,156,13968,68,642,364,6599
95457,50K under 75K,224,149,14062,45,396,221,8616
95457,75K under 100K,98,75,8478,26,278,98,5792
95457,100K under 200K,100,86,14899,0,0,100,10863
95457,200K or more,0,0,0,0,0,0,0
95458,1 under 25K,479,110,6128,78,645,199,1047
95458,25K under 50K,249,102,8888,40,336,238,4333
95458,50K under 75K,110,72,6649,40,369,110,4198
95458,75K under 100K,56,39,4744,0,0,54,3193
95458,100K under 200K,34,30,5726,0,0,34,4026
95458,200K or more,0,0,0,0,0,0,0
95459,1 under 25K,84,0,1003,0,0,30,210
95459,25K under 50K,39,34,1506,0,0,36,631
95459,50K under 75K,59,42,5583,0,0,59,3853
95459,75K under 100K,0,0,0,0,0,0,0
95459,100K under 200K,0,0,0,0,0,0,0
95459,200K or more,0,0,0,0,0,0,0
95460,1 under 25K,664,113,7898,63,383,280,1621
95460,25K under 50K,340,123,12237,51,486,306,5734
95460,50K under 75K,188,113,11557,0,0,183,6885
95460,75K under 100K,111,72,9567,20,175,110,6270
95460,100K under 200K,137,106,18868,0,0,137,13446
95460,200K or more,44,37,21443,0,0,44,17652
95461,1 under 25K,774,138,9687,106,922,348,2092
95461,25K under 50K,432,164,15937,83,856,415,8068
95461,50K under 75K,228,135,13963,47,410,228,8452
95461,75K under 100K,125,94,10831,42,397,125,7177
95461,100K under 200K,150,138,19417,0,0,149,13633
95461,200K or more,21,0,8929,0,0,21,7106
95462,1 under 25K,249,38,3066,48,339,104,615
95462,25K under 50K,113,26,4119,23,185,109,2305
95462,50K under 75K,87,41,5294,23,261,87,3340
95462,75K under 100K,47,33,3970,0,0,47,2627
95462,100K under 200K,40,28,6336,0,0,40,4475
95462,200K or more,0,0,0,0,0,0,0
95464,1 under 25K,479,97,6175,96,761,212,1268
95464,25K under 50K,240,95,8482,47,582,233,3911
95464,50K under 75K,102,61,6210,29,225,102,3970
95464,75K under 100K,35,46,3018,0,0,35,2141
95464,100K under 200K,29,0,3339,0,0,29,2556
95464,200K or more,0,0,0,0,0,0,0
95465,1 under 25K,471,64,5600,48,344,206,1279
95465,25K under 50K,247,66,8936,39,427,225,4625
95465,50K under 75K,143,78,8823,36,416,143,5607
95465,75K under 100K,91,63,7885,0,0,90,5146
95465,100K under 200K,114,83,15612,0,0,114,11048
95465,200K or more,38,29,25810,0,0,38,19596
95466,1 under 25K,301,84,4224,29,199,105,522
95466,25K under 50K,162,90,5766,33,189,140,2295
95466,50K under 75K,67,46,4158,0,0,66,2417
95466,75K under 100K,31,23,2645,0,0,31,1787
95466,100K under 200K,35,27,6487,0,0,35,4940
95466,200K or more,0,0,0,0,0,0,0
95467,1 under 25K,614,144,7811,92,799,261,1499
95467,25K under 50K,440,181,16201,94,872,413,7463
95467,50K under 75K,377,233,23323,74,622,375,14078
95467,75K under 100K,274,224,23815,44,434,273,15358
95467,100K under 200K,299,270,39254,48,379,299,27608
95467,200K or more,33,31,10219,0,0,33,7813
95468,1 under 25K,324,52,3997,49,339,134,756
95468,25K under 50K,157,54,5584,0,0,143,2515
95468,50K under 75K,51,34,3047,0,0,49,1850
95468,75K under 100K,27,21,2341,0,0,27,1618
95468,100K under 200K,33,25,5377,0,0,33,4001
95468,200K or more,0,0,0,0,0,0,0
95469,1 under 25K,353,92,4456,40,265,137,669
95469,25K under 50K,182,95,6460,30,307,167,2922
95469,50K under 75K,95,60,5881,29,280,93,3594
95469,75K under 100K,64,53,5469,0,0,64,3502
95469,100K under 200K,70,59,10401,0,0,70,7731
95469,200K or more,0,0,0,0,0,0,0
95470,1 under 25K,1031,214,12835,117,811,445,2434
95470,25K under 50K,675,295,24256,121,1041,606,11047
95470,50K under 75K,379,231,23129,67,529,372,14069
95470,75K under 100K,253,190,21975,34,288,253,14523
95470,100K under 200K,257,229,33137,31,234,257,23250
95470,200K or more,37,33,12313,0,0,37,9315
95472,1 under 25K,4362,614,52468,448,4057,2082,12944
95472,25K under 50K,2812,866,102757,403,4251,2597,52732
95472,50K under 75K,1787,888,110418,238,2170,1750,66654
95472,75K under 100K,1203,859,103870,150,1431,1193,66947
95472,100K under 200K,1816,1456,245163,151,1422,1808,171946
95472,200K or more,552,485,218531,25,217,549,169907
95476,1 under 25K,5072,730,63611,460,3793,2299,13501
95476,25K under 50K,3487,1051,125695,432,4524,3139,61309
95476,50K under 75K,2206,1014,135214,239,2120,2154,81400
95476,75K under 100K,1398,883,121042,166,1478,1373,78347
95476,100K under 200K,2018,1555,274987,194,1915,2004,187850
95476,200K or more,734,602,405060,30,325,731,319479
95482,1 under 25K,5299,862,68182,671,4527,2338,14066
95482,25K under 50K,3295,1193,117726,502,4062,3076,56821
95482,50K under 75K,1574,941,96104,210,1790,1566,59117
95482,75K under 100K,915,696,78806,105,825,910,52189
95482,100K under 200K,997,854,131121,84,595,994,92730
95482,200K or more,201,161,77576,0,0,201,62058
95485,1 under 25K,458,105,5510,58,412,170,940
95485,25K under 50K,296,138,10597,64,628,279,4895
95485,50K under 75K,124,75,7618,40,357,122,4776
95485,75K under 100K,73,63,6250,0,0,72,4085
95485,100K under 200K,35,33,5554,0,0,35,4336
95485,200K or more,0,0,0,0,0,0,0
95490,1 under 25K,2414,502,29259,294,1930,976,5455
95490,25K under 50K,1428,575,51108,245,2178,1330,24276
95490,50K under 75K,736,484,44934,111,831,733,27442
95490,75K under 100K,342,263,29517,49,371,341,19899
95490,100K under 200K,312,270,40327,39,326,312,29445
95490,200K or more,43,33,16451,0,0,43,13205
95492,1 under 25K,4211,594,53507,469,3867,1912,11041
95492,25K under 50K,2780,945,101768,463,4345,2509,46459
95492,50K under 75K,1905,1050,117649,348,3313,1872,66840
95492,75K under 100K,1384,1038,119771,231,2052,1379,74094
95492,100K under 200K,2136,1878,287944,269,2317,2132,194769
95492,200K or more,377,324,129210,26,292,376,98808
95494,1 under 25K,33,0,432,0,0,0,0
95494,25K under 50K,81,45,6051,0,0,98,4128
95494,50K under 75K,0,0,0,0,0,0,0
95494,75K under 100K,0,0,0,0,0,0,0
95494,100K under 200K,0,0,0,0,0,0,0
95494,200K or more,0,0,0,0,0,0,0
95501,1 under 25K,4356,473,55715,458,2936,2174,13514
95501,25K under 50K,2312,738,82824,295,2138,2223,43939
95501,50K under 75K,1061,619,65060,135,882,1055,41598
95501,75K under 100K,502,371,43240,52,273,501,30199
95501,100K under 200K,437,353,56126,23,134,435,41922
95501,200K or more,87,62,33507,0,0,86,27554
95503,1 under 25K,3767,574,48419,391,2673,1818,11071
95503,25K under 50K,2385,845,85923,306,2277,2272,43640
95503,50K under 75K,1462,937,89876,198,1560,1453,56149
95503,75K under 100K,854,700,73362,99,711,854,50111
95503,100K under 200K,790,692,103645,74,563,790,77037
95503,200K or more,159,138,60958,0,0,158,49485
95519,1 under 25K,2973,441,38106,348,2308,1482,9235
95519,25K under 50K,1797,655,64782,285,2251,1709,33064
95519,50K under 75K,1075,711,66212,192,1489,1069,40889
95519,75K under 100K,651,530,56225,103,781,650,37798
95519,100K under 200K,623,538,80691,59,447,621,58428
95519,200K or more,94,81,41279,0,0,94,34146
95521,1 under 25K,3894,289,45007,319,1949,1980,11451
